Taxpayer_ID1,Taxpayer_ID,Year,Tax due,Sector,Sector_Code,Revenues,Other_revenues,Expenses,Net_accounting_profit,Donations_NGO,Donations_Others,Other_additions,Total_additions_to_GP,Total_taxable_profit,Tax_depreciation,Other_deductions,Net_taxable_profit,Donations_allowed,Carried_forward_losses,Tax_base,Exemptions,Investment_incentive,Net_tax_base,Exchange_rate,Net_tax_base_Egyp_Pounds,Donations_Govt,Loss_lag8,Loss_lag7,Loss_lag6,Loss_lag5,Loss_lag4,Loss_lag3,Loss_lag2,Loss_lag1,Op_WDV_Bld,Add_Bld,Excl_Bld,Clg_WDV_Bld,Dep_Bld,Op_WDV_Intang,Add_Intang,Excl_Intang,Clg_WDV_Intang,Dep_Intang,Op_WDV_Mach,Add_Mach,Excl_Mach,Clg_WDV_Mach,Dep_Mach,Op_WDV_Others,Add_Others,Excl_Others,Clg_WDV_Others,Dep_Others,Op_WDV_Comp,Add_Comp,Excl_Comp,Clg_WDV_Comp,Dep_Comp
2000000105.00,2000000105.00,2020,0,Hotels,0,6730535,2062405,14534193,-5741253,0,0,2172359,2172359,-3568894,2529800,112570,-6211264,0,0,-6211264,0,0,-6211264,1,-6211264,0,0,0,0,0,0,0,0,0,33558600,382275,0,33940875,1697043.75,0,0,0,0,0,0,0,0,0,0,2756935,498257,0,3255192,813798,18036,19880,0,37916,18958
2000000242.00,2000000242.00,2020,0,Hotels,0,27079002,0,26499880,579122,0,0,835091,835091,1414213,1587716,0,-173503,0,0,-173503,0,0,-173503,1,-173503,0,0,0,0,0,0,0,0,0,21591219,8400,0,21599619,1079981,0,0,0,0,0,0,0,0,0,0,1644728,386210,0,2030938,507734.5,0,0,0,0,0
2000000412.00,2000000412.00,2020,1293862,Hotels,0,4848127,2249370,16334381,-9236884,0,0,16853869,16853869,7616985,374700,1491789,5750497,0,0,5750497,0,0,5750497,1,5750497,0,0,0,0,0,0,0,0,0,1914580,0,0,1914580,95729,0,0,0,0,0,0,0,0,0,0,46590,830000,0,876590,219147.5,116796,2850,0,119646,59823
2000000435.00,2000000435.00,2020,0,Hotels,0,-140106,803771,5635911,-4972246,0,0,5216540,5216540,244294,7120437,961530,-7837673,0,0,-7837673,0,0,-7837673,1,-7837673,0,0,0,0,0,0,0,0,0,98795374,3483282,0,102278656,5113933,0,0,0,0,0,0,0,0,0,0,7379262,622985,194233,7808014,1952003.5,86438,22562,0,109000,54500
2000000498.00,2000000498.00,2020,773841,Hotels,0,3504424,0,2342278,1162146,0,0,2277148,2277148,3439294,0,0,3439294,0,0,3439294,0,0,3439294,1,3439294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000520.00,2000000520.00,2020,61414,Hotels,0,-235174,621,177201,-411754,0,0,1567661,1567661,1155907,882956,0,272952,0,0,272952,0,0,272952,1,272952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236681,128333,0,3365014,841253.5,74204,9200,0,83404,41702
2000000778.00,2000000778.00,2020,1387278,Hotels,0,52478734,35660054,71053478,17085310,0,0,22405025,22405025,39490335,33314656,10000,6165680,0,0,6165680,0,0,6165680,1,6165680,0,0,0,0,0,0,0,0,0,561482024,9987665,0,571469689,28110392,0,0,0,0,0,0,0,0,0,0,17524753,3302301,10000,20817054,5204263.5,0,0,0,0,0
2000000996.00,2000000996.00,2020,0,Hotels,0,43050030,2983722,47983258,-1949506,0,0,510875,510875,-1438631,0,82490,-1521121,0,0,-1521121,0,0,-1521121,1,-1521121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001086.00,2000001086.00,2020,0,Hotels,0,20213221,12822613,66122101,-33086267,0,0,50998519,50998519,17912252,4606698,15208536,-1902982,0,0,-1902982,0,0,-1902982,1,-1902982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085693,16965623,0,18051316,4512829,126530,61208,0,187738,93869
2000001173.00,2000001173.00,2020,0,Hotels,0,128540,637343,3102910,-2337027,0,0,1896239,1896239,-440788,143710,542142,-1126640,0,1003577,-2130217,0,0,-2130217,1,-2130217,0,0,0,0,0,7883480,0,0,0,0,0,0,0,0,1437103,0,0,1437103,143710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001203.00,2000001203.00,2020,0,Hotels,0,22812213,0,45364932,-22552719,0,0,2218851,2218851,-20333868,3138002,0,-23471870,0,46624091,-70095961,0,0,-70095961,1,-70095961,0,0,0,0,5806309,12596808,10208504,8676726,9335744,46233156,678491,0,46911647,2345582,0,0,0,0,0,0,0,0,0,0,1499163,1563152,0,3062315,765578.75,53682,0,0,53682,26841
2000001208.00,2000001208.00,2020,0,Hotels,0,338007,3601,1991365,-1649757,0,0,1179753,1179753,-470004,0,833,-470837,0,2582663,-3053500,0,0,-3053500,1,-3053500,0,0,0,0,0,8941273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001247.00,2000001247.00,2020,0,Hotels,0,2006609,32295,12370678,-10331774,0,0,2189770,2189770,-8142004,1631224,0,-9773228,0,19369571,-29142799,0,0,-29142799,1,-29142799,0,0,0,0,1132320,5393670,4204940,6064062,2574579,12830069,0,0,12830069,641504,0,0,0,0,0,0,0,0,0,0,3377651,38173,0,3415824,853956,261440,10088,0,271528,135764
2000001433.00,2000001433.00,2020,0,Hotels,0,742163,0,1824862,-1082699,0,0,294224,294224,-788475,132774,0,-921249,0,20262540,-21183789,0,0,-21183789,1,-21183789,0,0,0,0,0,0,0,0,20262540,14190533,0,0,14190533,0,0,0,0,0,0,0,0,0,0,0,531096,0,0,531096,132774,0,0,0,0,0
2000001451.00,2000001451.00,2020,1301067,Hotels,0,5779510,4305,4011543,1772272,0,0,4010249,4010249,5782521,0,0,5782521,0,0,5782521,0,0,5782521,1,5782521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001478.00,2000001478.00,2020,0,Hotels,0,588920,285143,2707012,-1832949,0,0,4886645,4886645,3053696,0,12447973,-9394277,0,0,-9394277,0,0,-9394277,1,-9394277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001571.00,2000001571.00,2020,254632,Hotels,0,1426524,7247,1431687,2084,0,0,1129612,1129612,1131696,0,0,1131696,0,0,1131696,0,0,1131696,1,1131696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001701.00,2000001701.00,2020,300110,Hotels,0,7165986,2127596,5453276,3840306,0,0,972986,972986,4813292,96136,3383334,1333822,0,0,1333822,0,0,1333822,1,1333822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276316,0,276316,69079,0,54114,0,54114,27057
2000001757.00,2000001757.00,2020,99424,Hotels,0,556350,0,614198,-57848,0,0,499733,499733,441885,0,0,441885,0,0,441885,0,0,441885,1,441885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002026.00,2000002026.00,2020,0,Hotels,0,408075,0,2330462,-1922387,0,0,407679,407679,-1514708,1469519,0,-2984227,0,11597000,-14581227,0,0,-14581227,1,-14581227,0,0,0,0,677305,2358357,2568087,2143618,3849633,28483989,0,0,28483989,1424199,0,0,0,0,0,0,0,0,0,0,181279,0,0,181279,45319.75,0,0,0,0,0
2000002053.00,2000002053.00,2020,81350,Hotels,0,356206,0,141872,214334,0,0,147220,147220,361554,0,0,361554,0,0,361554,0,0,361554,1,361554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002075.00,2000002075.00,2020,0,Hotels,0,10673955,0,26875109,-16201154,0,0,6119351,6119351,-10081803,7904216,0,-17986019,0,44309936,-62295955,0,0,-62295955,1,-62295955,0,0,0,0,4575685,2919556,13382503,0,23432192,34461324,0,0,34461324,1723066,0,0,0,0,0,0,0,0,0,0,22325688,2398910,0,24724598,6181149.5,0,0,0,0,0
2000002090.00,2000002090.00,2020,0,Hotels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002107.00,2000002107.00,2020,0,Hotels,0,-173566,0,2120249,-2293815,0,0,0,0,-2293815,0,0,-2293815,0,22593495,-24887310,0,0,-24887310,1,-24887310,0,0,0,0,4880169,7066683,3377778,3739915,3528950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002123.00,2000002123.00,2020,0,Hotels,0,8464471,291119,12479277,-3723687,0,0,4740767,4740767,1017080,2114758,0,-1097678,0,0,-1097678,0,0,-1097678,1,-1097678,0,0,0,0,0,0,0,0,0,21919273,77850,0,21997123,1098498,0,0,0,0,0,0,0,0,0,0,2325970,1704374,0,4030344,1007586,12377,4971,0,17348,8674
2000002217.00,2000002217.00,2020,0,Hotels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002255.00,2000002255.00,2020,125308,Hotels,0,1154775,1570,1481809,-325464,0,0,972493,972493,647029,90105,0,556924,0,0,556924,0,0,556924,1,556924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901051,0,0,901051,90105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002624.00,2000002624.00,2020,704249,Hotels,0,8014818,870012,16102754,-7217924,0,0,10998848,10998848,3780924,0,650928,3129996,0,0,3129996,0,0,3129996,1,3129996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002756.00,2000002756.00,2020,0,Hotels,0,22930058,1202486,31212015,-7079471,0,0,13554062,13554062,6474591,18189871,0,-11715280,0,0,-11715280,0,0,-11715280,1,-11715280,0,0,0,0,0,0,0,0,0,232518411,4963952,0,237482363,11682412,0,0,0,0,0,0,0,0,0,0,16836497,8005048,4829,24836716,6209179,596560,0,0,596560,298280
2000002787.00,2000002787.00,2020,0,Hotels,0,-26134669,594011,37637703,-63178361,0,0,29682273,29682273,-33496088,29247224,0,-62743312,0,0,-62743312,0,0,-62743312,1,-62743312,0,0,0,0,0,0,0,0,0,288971255,468105,0,289439360,14456434,0,0,0,0,0,0,0,0,0,0,49526405,9608468,0,59134873,14783718.25,14143,0,0,14143,7071.5
2000002808.00,2000002808.00,2020,0,Hotels,0,-11228644,494954,5094672,-15828362,0,0,3809783,3809783,-12018579,4803804,1070268,-17892651,0,50978355,-68871006,0,0,-68871006,1,-68871006,0,0,0,0,4054418,8836545,11643367,14682134,11761891,92322364,0,0,92322364,4616118,0,0,0,0,0,0,0,0,0,0,750743,0,0,750743,187685.75,0,0,0,0,0
2000002816.00,2000002816.00,2020,0,Hotels,0,14272754,0,27331902,-13059148,0,0,0,0,-13059148,0,0,-13059148,0,40810070,-53869218,0,0,-53869218,1,-53869218,0,0,0,0,0,19629892,11610192,3547976,5931690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002895.00,2000002895.00,2020,0,Hotels,0,-1722612,0,1130563,-2853175,0,0,917544,917544,-1935631,2175727,0,-4111358,0,31584148,-35695506,0,0,-35695506,1,-35695506,0,0,0,0,6675742,7868586,8242239,5833166,2964415,42922186,0,0,42922186,2146109.3,0,0,0,0,0,0,0,0,0,0,118469,0,0,118469,29617.25,0,0,0,0,0
2000002913.00,2000002913.00,2020,0,Hotels,0,-10138597,694,4507100,-14645003,0,0,3212679,3212679,-11432324,3661081,3060822,-18154227,0,27325334,-45479561,0,0,-45479561,1,-45479561,0,0,0,0,1564896,5823635,6384294,8331687,5220822,69809274,0,0,69809274,3490464,0,0,0,0,0,0,0,0,0,0,682469,0,0,682469,170617.25,0,0,0,0,0
2000003028.00,2000003028.00,2020,0,Hotels,0,-1229933,0,3678071,-4908004,0,0,0,0,-4908004,0,0,-4908004,0,30026368,-34934372,0,0,-34934372,1,-34934372,0,0,0,0,2836930,15814406,2195412,4040824,5138796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003070.00,2000003070.00,2020,0,Hotels,0,-34478197,1973,12778723,-47254947,0,0,9039847,9039847,-38215100,11924822,800190,-50940112,0,169801230,-220741342,0,0,-220741342,1,-220741342,0,0,0,0,61584079,44123816,40806944,34146258,0,159429537,4816348,0,164245885,7971477,7500000,0,0,7500000,0,0,0,0,0,0,4555603,6801519,0,11357122,2839280.5,258117,1970011,0,2228128,1114064
2000003096.00,2000003096.00,2020,0,Hotels,0,-1278915,48238,325155,-1555832,0,0,551499,551499,-1004333,960351,0,-1964684,0,9631912,-11596596,0,0,-11596596,1,-11596596,0,0,0,0,1178906,1425977,2009157,2484972,2532900,12404864,580603,0,12985467,649273,0,0,0,0,0,0,0,0,0,0,1092231,152080,0,1244311,311077.75,0,0,0,0,0
2000003143.00,2000003143.00,2020,0,Hotels,0,-33087779,0,0,-33087779,0,0,12871178,12871178,-20216601,11310778,8577012,-40104391,0,226351204,-266455595,0,0,-266455595,1,-266455595,0,0,0,0,36406115,30549787,36201113,20222242,102971947,208249819,0,0,208249819,10412491,0,0,0,0,0,0,0,0,0,0,3548581,0,0,3548581,887145.25,22283,0,0,22283,11141.5
2000003174.00,2000003174.00,2020,0,Hotels,0,1742067,41849,3230800,-1446884,0,0,581280,581280,-865604,936821,0,-1802425,0,7702918,-9505343,0,0,-9505343,1,-9505343,0,0,0,0,1761906,2281132,1498377,1912167,249336,12048093,460888,0,12508981,602405,0,0,0,0,0,0,0,0,0,0,1337662,0,0,1337662,334415.5,0,0,0,0,0
2000003377.00,2000003377.00,2020,0,Hotels,0,-1725603,0,5055558,-6781161,0,0,0,0,-6781161,0,0,-6781161,0,32520877,-39302038,0,0,-39302038,1,-39302038,0,0,0,0,6536262,4565134,2131676,4409837,14877968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003378.00,2000003378.00,2020,0,Hotels,0,-1176221,0,3670912,-4847133,0,0,0,0,-4847133,0,0,-4847133,0,21324162,-26171295,0,0,-26171295,1,-26171295,0,0,0,0,7627428,2204466,184329,3123780,6525198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003457.00,2000003457.00,2020,0,Hotels,0,0,0,116639,-116639,0,0,271715,271715,155076,518394,0,-363318,0,32281463,-32644781,0,0,-32644781,1,-32644781,0,0,0,0,20570455,0,13470561,0,222725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049646,0,0,2049646,512411.5,5982,0,0,5982,5982
2000004163.00,2000004163.00,2020,84429,Hotels,0,3307543,6423,7370874,-4056908,0,0,4438570,4438570,381662,0,6423,375239,0,0,375239,0,0,375239,1,375239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000004212.00,2000004212.00,2020,30059,Hotels,0,2306161,26650,4180926,-1848115,0,0,1983371,1983371,135256,0,1660,133596,0,0,133596,0,0,133596,1,133596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000004224.00,2000004224.00,2020,0,Hotels,0,1750834,60000,145730775,-143919941,0,0,43175944,43175944,-100743997,117900,0,-100861897,0,299143525,-400005422,0,0,-400005422,1,-400005422,0,0,0,0,0,15798960,46670281,55777281,180897003,2298526,0,0,2298526,114926,0,0,0,0,0,0,0,0,0,0,11896,0,0,11896,2974,0,0,0,0,0
2000004589.00,2000004589.00,2020,1267123,Hotels,0,11250408,9631882,6917464,13964826,0,0,5578360,5578360,19543186,0,13911528,5631658,0,0,5631658,0,0,5631658,1,5631658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000004771.00,2000004771.00,2020,0,Hotels,0,2253751,0,7567219,-5313468,0,0,3018958,3018958,-2294510,0,6139578,-8434088,0,16176652,-24610740,0,0,-24610740,1,-24610740,0,0,0,0,0,0,872743,15303909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000005707.00,2000005707.00,2020,0,Hotels,0,-11362080,0,3742997,-15105077,0,0,7662,7662,-15097415,23447,0,-15120862,0,250766099,-265886961,0,0,-265886961,1,-265886961,0,0,0,0,53445941,119361745,31241127,22760227,23957059,78475,0,0,78475,0,0,0,0,0,0,0,0,0,0,0,93787,0,0,93787,23446.75,0,0,0,0,0
2000005829.00,2000005829.00,2020,0,Hotels,0,-8822368,4345439,15532748,-20009677,2228650,0,9265291,11493941,-8515736,14548866,0,-23064602,0,0,-23064602,0,0,-23064602,1,-23064602,0,0,0,0,0,0,0,0,0,209504532,10874084,0,220378616,10770507,0,0,0,0,0,0,0,0,0,0,12899602,1623661,0,14523263,3630815.75,282468,12619,0,295087,147543.5
2000005830.00,2000005830.00,2020,0,Hotels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001064.00,2000001064.00,2020,0,Banks,1,3814327000,4757000,4224397000,-405313000,1000000,0,1300576365,1301576365,896263365,73578263,1186847878,-364162776,0,0,-364162776,0,0,-364162776,1,-364162776,0,0,0,0,0,0,0,0,0,3508101092,1105138058,30064300,4583174850,0,0,0,0,0,572251,0,0,0,0,0,1467264163,735746620,33877185,2169133598,359877.75,600146066,1035710217,0,1635856283,351028.5
2000001083.00,2000001083.00,2020,177446070,Banks,1,4543519894,35864022,3913271110,666112806,13610350,391500,1342287044,1356288894,2022401700,90768120,1049601272,882032309,13610350,0,868421959,79772760,0,788649199,1,788649199,0,0,0,0,0,0,0,0,0,1862835,605924,23731,2445028,19958717,0,0,0,0,0,0,0,0,0,0,1203142,1140247,5848,2337541,48620781.25,264224,242881,91,507014,24502000
2000001089.00,2000001089.00,2020,1534336684,Banks,1,46584772851,26629440,36311520142,10299882149,1600000,5536795,21019454933,21026591728,31326473877,776581294,21413236626,9136655958,1600000,0,9135055958,2315781805,0,6819274153,1,6819274153,119250000,0,0,0,0,0,0,0,0,421588184,93967450,0,515555634,17374000,0,0,0,0,0,0,0,0,0,0,283983403,264681139,156639,548507903,49178375,201361116,249097643,0,450458759,32885000
2000001095.00,2000001095.00,2020,260458873,Banks,1,5520902000,11732000,4346376000,1186258000,0,0,1472493742,1472493742,2658751742,96650374,1241617234,1320484134,0,0,1320484134,162889142,0,1157594992,1,1157594992,20000000,0,0,0,0,0,0,0,0,43071895,202597,0,43274492,19469372,0,18964744,0,18964744,0,0,0,0,0,0,21381201,5398270,292128,26487343,58057197.75,2049588,1118450,0,3168038,134360299.5
2000001162.00,2000001162.00,2020,30433632,Banks,1,1126623000,197339000,1260360000,63602000,10000000,0,379210338,389210338,452812338,65141949,242409800,145260589,10000000,0,135260589,0,0,135260589,1,135260589,0,0,0,0,0,0,0,0,0,87394000,131123000,256000,218261000,11481610,25368000,20163000,0,45531000,947721,0,0,0,0,0,55883000,23990000,2767000,77106000,5023759,11476000,69765000,0,81241000,14219672
2000001166.00,2000001166.00,2020,32880804,Banks,1,3205053270,46236230,3734475899,-483186399,15000000,0,6090028732,6105028732,5621842333,35118996,5424762364,161960973,14723725,0,147237248,1100343,0,146136905,1,146136905,0,0,0,0,0,0,0,0,0,126917775,0,0,126917775,113005,0,0,0,0,22436502,0,0,0,0,0,10989130,13930520,0,24919650,4976965,509158,50923121,0,51432279,2895168
2000001171.00,2000001171.00,2020,256267688,Banks,1,3729834299,335968476,2265072273,1800730502,33678387,117118,2430952780,2464748285,4265478787,202583067,2849771809,1213123911,33678387,0,1179445524,40478023,0,1138967501,1,1138967501,0,0,0,0,0,0,0,0,0,370235000,56347000,0,426582000,0,0,0,0,0,0,0,0,0,0,0,147535125,46948000,0,194483125,1812837,32885000,16119000,0,49004000,1292995
2000001172.00,2000001172.00,2020,80249146,Banks,1,3453117992,54826395,3017379093,490565294,0,0,1019766324,1019766324,1510331618,102338677,1050070681,357922260,0,0,357922260,1259388,0,356662872,1,356662872,10000000,0,0,0,0,0,0,0,0,445943000,300000,863198,445379802,5557631,37645000,0,0,37645000,0,0,0,0,0,0,37214636,15718061,2808779,50123918,18181848.5,38515772,37101938,0,75617710,12801358
2000001176.00,2000001176.00,2020,322002098,Banks,1,6197341128,51417013,4883269100,1365489041,16840500,1149000,2049725647,2067715147,3433204188,139104638,1811455080,1482644470,16840500,0,1465803970,34683533,0,1431120437,1,1431120437,0,0,0,0,0,0,0,0,0,355803105,39003167,0,394806272,17280554.35,0,0,0,0,0,0,0,0,0,0,167364366,64899425,35000,232228791,3773999,136197670,132522929,0,268720599,100772249
2000002520.00,2000002520.00,2020,0,Banks,1,3046906000,116984000,2727747000,436143000,0,0,1138198200,1138198200,1574341200,68469000,1653716323,-147844123,0,0,-147844123,0,0,-147844123,1,-147844123,10675000,0,0,0,0,0,0,0,0,186147561,0,11425220,174722341,3703650,0,0,0,0,803600,0,0,0,0,0,121819525,60206962,1827093,180199394,5449500,39800118,56599167,0,96399285,5484000
2000002663.00,2000002663.00,2020,115880565,Banks,1,239881719,18215314,193116897,64980136,62578,1342,110691967,110755887,175736023,3839741,138933420,32962862,62578,0,32900284,33358,0,32866926,15.67,515024734,0,0,0,0,0,0,0,0,0,45432168,0,0,45432168,2504711,0,0,0,0,95593285,0,0,0,0,0,1729861,548715,92320,2186256,45882865,1427541,615597,0,2043138,46833225
2000002668.00,2000002668.00,2020,330275666,Banks,1,8905431252,6591828,7549083340,1362939740,0,0,2800029295,2800029295,4162969035,132102448,2559902061,1470964526,0,0,1470964526,3072676,0,1467891850,1,1467891850,20000000,0,0,0,0,0,0,0,0,0,0,0,0,1934065,0,0,0,0,175307,0,0,0,0,0,11135853,2058073,0,13193926,2386156.25,1422057.31,1074948,0,2497005.31,1079074.5
2000002673.00,2000002673.00,2020,286500883,Banks,1,3050275215,1436627435,1594492399,2892410251,0,0,1263388356,1263388356,4155798607,4546984,2865313559,1285938064,0,0,1285938064,12600806,0,1273337258,1,1273337258,0,0,0,0,0,0,0,0,0,1074230733,71822689,16340406,1129713016,18949169,732071692,0,0,732071692,0,0,0,0,0,0,677362360,269719901,1093515,945988746,25718345.5,434753095,393202425,0,827955520,42509226
2000002677.00,2000002677.00,2020,397498103,Banks,1,11909834198,106375752,9531097373,2485112577,24417909,7730639,3661660907,3693809455,6178922032,211886869,4161939538,1805095625,24417909,0,1780677716,14019482,0,1766658234,1,1766658234,0,0,0,0,0,0,0,0,0,74073000,21500000,0,95573000,20471201,8036000,11185000,0,19221000,0,0,0,0,0,0,16348000,6458000,121000,22685000,41349084.75,5484000,9241000,0,14725000,77284352
2000002681.00,2000002681.00,2020,256065623,Banks,1,7770815000,205497000,6824960000,1151352000,0,0,2595797010,2595797010,3747149010,105125439,2488608792,1153414780,0,0,1153414780,15345344,0,1138069436,1,1138069436,0,0,0,0,0,0,0,0,0,76351219,0,0,76351219,33348127,944787584,11145270,0,955932854,0,0,0,0,0,0,151093918,32674000,236458,183531460,37151929,77550968,16133024,17542,93666450,33944956.5
2000002697.00,2000002697.00,2020,3470207619,Banks,1,2.02E+11,-1801376552,1.87E+11,13067417679,649423888,276110544,70463160929,71388695361,84456113040,1540215857,65942677538,16973219645,649423888,0,16323795757,900650785,0,15423144972,1,15423144972,1641022943,0,0,0,0,0,0,0,0,38371427,341258,0,38712685,21921888,1399555,483861,0,1883416,3860108,0,0,0,0,0,7289021,2447053,191449,9544625,50718464.75,2165862,227704,235417,2158149,14204528
2000002701.00,2000002701.00,2020,192221691,Banks,1,7909821245,0,6879599645,1030221600,2556050,0,1698812146,1701368196,2731589796,105421890,1470122078,1156045828,2556050,0,1153489778,299171150,0,854318628,1,854318628,864054,0,0,0,0,0,0,0,0,378845498,2725020,1070361,380500157,9957171,0,0,0,0,9923063,0,0,0,0,0,85026976,18063406,217000,102873382,55109486,24059864,60958588,0,85018452,26877698.5
2000002702.00,2000002702.00,2020,182123562,Banks,1,200472993,8580249,164677810,44375432,0,0,70616612,70616612,114992044,1409636,62384555,51197853,0,0,51197853,0,0,51197853,15.81,809438052,0,0,0,0,0,0,0,0,0,409424015,0,0,409424015,10259787,0,0,0,0,9025415,0,0,0,0,0,117593000,48958139,1154800,165396339,44130306,84457580,70127478,16354,154568704,18390583
2000002704.00,2000002704.00,2020,207792514,Banks,1,431482413,0,411041558,20440855,0,0,98358092,98358092,118798947,5574603,51318845,61905499,0,0,61905499,2969808,0,58935691,15.67,923522285,733536,0,0,0,0,0,0,0,0,724618371,21910922,4813429,741715864,30985671,0,0,0,0,0,0,0,0,0,0,110520966,39760806,1674056,148607716,38230012.25,33599979,34289934,0,67889913,62886764.5
2000002706.00,2000002706.00,2020,1558041997,Banks,1,32804084584,140828439,25546402383,7398510640,8299758,172932,9470259862,9478732552,16877243192,382092288,9535859177,6959291727,8299758,0,6950991969,26360871,0,6924631098,1,6924631098,102545827,0,0,0,0,0,0,0,0,421442465,76670293,5198298,492914460,25952845,35453000,8136185,0,43589185,0,0,0,0,0,0,139583803,63831473,541417,202873859,28854064.5,20742593,7666463,0,28409056,35961210
2000002711.00,2000002711.00,2020,282861242,Banks,1,6288864086,112406309,4957395607,1443874788,33957600,0,1835875012,1869832612,3313707400,101867419,1920721307,1291118675,33957600,0,1257161075,0,0,1257161075,1,1257161075,0,0,0,0,0,0,0,0,0,199143411,0,3550261,195593150,147176,92397971,30044004,0,122441975,0,0,0,0,0,0,132390917,88911295,864268,220437944,997980.25,18390582,35364815,0,53755397,264480
2000002712.00,2000002712.00,2020,85162938,Banks,1,4312617000,0,3973563000,339054000,11680000,0,1363010233,1374690233,1713744233,190814086,1132748200,390181947,11680000,0,378501947,0,0,378501947,1,378501947,0,0,0,0,0,0,0,0,0,618586092,1875876,0,620461968,121248745,0,0,0,0,0,0,0,0,0,0,97623353,57111751,1815055,152920049,100568892.8,93422522,32351007,0,125773529,160274650.5
2000002719.00,2000002719.00,2020,550418185,Banks,1,11101986000,111080000,7606344000,3606722000,7888000,0,4639513610,4647401610,8254123610,238899305,5418168372,2597055933,7888000,0,2589167933,142864889,0,2446303044,1,2446303044,0,0,0,0,0,0,0,0,0,520781596,0,1881497,518900099,114906471,0,0,0,0,0,0,0,0,0,0,90533295,26732397,1849434,115416258,96207989,44560098,27362322,0,71922420,180359381
2000002720.00,2000002720.00,2020,196583666,Banks,1,5028921000,303764000,4031453000,1301232000,7700226,0,1290703958,1298404184,2599636184,82043439,1519114844,998477901,7700226,0,990777675,117072492,0,873705183,1,873705183,28005450,0,0,0,0,0,0,0,0,2943511,0,0,2943511,25817408,0,0,0,0,0,0,0,0,0,0,3581125,452797,42001,3991921,24950906,527968,992,0,528960,45882060
